nombre,url,gif_url,tipo_ejercicio,grupo_muscular,musculos_involucrados,equipamiento,dificultad_actual,dificultad_maxima,instrucciones
Crunch Cruzado con piernas elevadas,https://fitcron.com/exercise/crunch-cruzado/,https://fitcron.com/wp-content/uploads/2024/05/00031301-air-bike-m_waist_FIX_720.gif,Fuerza,Abdomen,"Abdomen, Oblicuos",Ninguno,3,3,"[""Acuéstate boca arriba con las rodillas dobladas y los cuádriceps a 90 grados del torso, manteniendo los pies en el aire y las manos detrás de la cabeza."",""Levanta los hombros del suelo mientras contraes los abdominales."",""A medida que subes, gira el torso y lleva el codo derecho hacia la rodilla izquierda, acercando esa rodilla pero manteniendo la otra pierna también elevada."",""Intenta tocar la rodilla con el codo mientras mantienes la parte baja de la espalda en contacto con el suelo."",""Regresa a la posición inicial y repite del otro lado, llevando el codo izquierdo hacia la rodilla derecha."",""Alterna los lados en cada repetición."",""Este ejercicio trabaja intensamente los músculos oblicuos y abdominales al desafiar la estabilidad y fuerza del núcleo.""]"
Crunch Cruzado estirado,https://fitcron.com/exercise/crunch-cruzado-estirado/,https://fitcron.com/wp-content/uploads/2024/05/43311301-Crunch-Single-Leg-Lift_Waist_720.gif,Fuerza,Abdomen,"Abdomen, Oblicuos, Cuádriceps",Ninguno,2,3,"[""Acuéstate boca arriba con las piernas rectas y los pies apoyados en el suelo."",""Coloca las manos detrás de la cabeza."",""Levanta los hombros del suelo mientras contraes los abdominales."",""Al mismo tiempo, levanta ligeramente una pierna mientras mantienes la parte baja de la espalda en contacto con el suelo."",""Regresa a la posición inicial y repite, alternando la pierna en cada repetición."",""Este ejercicio trabaja los músculos oblicuos y abdominales""]"
Crunch Diagonal de pie con Bandas,https://fitcron.com/exercise/crunch-diagonal-de-pie-con-bandas-abdomen/,https://fitcron.com/wp-content/uploads/2021/04/10071301-Band-standing-twisting-crunch_Waist_720.gif,Fuerza,Abdomen,"Abdomen, Oblicuos",Bandas,2,3,"[""Agarra las bandas de un soporte alto."",""Ponte de pie de espaldas a ellas."",""Agarra un extremo con cada mano a los lados de la cabeza, con los brazos por delante flexionados hacia arriba."",""Inclina el torso ligeramente hacia delante con la espalda recta."",""Realiza el encogimiento hacia un lado, apretando el abdomen sin mover las piernas.""]"
Crunch Diagonal de rodillas con Bandas,https://fitcron.com/exercise/crunch-diagonal-de-rodillas-con-bandas-abdomen/,https://fitcron.com/wp-content/uploads/2021/04/09851301-Band-Kneeling-Twisting-Crunch_Waist_720.gif,Fuerza,Abdomen,"Abdomen, Oblicuos",Bandas,2,3,"[""Agarra las bandas de un soporte alto."",""Ponte de rodillas de espaldas a ellas."",""Agarra un extremo con cada mano a los lados de la cabeza, con los brazos por delante flexionados hacia arriba."",""Inclina el torso ligeramente hacia delante con la espalda recta."",""Realiza el encogimiento hacia un lado, apretando el abdomen.""]"
Crunch Diagonal en Polea,https://fitcron.com/exercise/crunch-diagonal-en-polea-abdomen/,https://fitcron.com/wp-content/uploads/2021/04/01741301-Cable-Judo-Flip_waist_720.gif,Fuerza,Abdomen,"Abdomen, Oblicuos",Polea,3,3,"[""De pie con la espalda recta y las piernas a la anchura aproximada de la cadera, ponte delante de la polea alta."",""Coge la cuerda con las dos manos a un lado de la cabeza, con los brazos flexionados hacia arriba."",""Flexiona el tronco lateralmente hacia abajo del lado contrario al de las manos, girando el torso y sin mover los brazos, apretando el abdomen.""]"
Crunch Doble Vertical en Máquina,https://fitcron.com/exercise/crunch-doble-vertical-en-maquina-abdomen/,https://fitcron.com/wp-content/uploads/2021/04/18571301-Lever-Total-Abdominal-Crunch_Waist_720.gif,Fuerza,Abdomen,"Abdomen, Oblicuos",Máquina,3,3,"[""Sentado en la máquina con las manos en el soporte superior y los pies tras el soporte inferior, encoge la parte alta del torso a la vez que la parte baja, mediante la contracción de los abdominales, sin tirar del cuello, brazos ni piernas.""]"
Crunch en Decúbito Lateral con curl de bíceps,https://fitcron.com/exercise/crunch-en-decubito-lateral-con-curl-de-biceps/,https://fitcron.com/wp-content/uploads/2024/05/17691301-Bodyweight-Side-Lying-Biceps-Curl_Upper-Arms_720.gif,Fuerza,Abdomen,"Abdomen, Oblicuos, Bíceps",Ninguno,3,3,"[""Acuéstate de lado en el suelo con las piernas flexionadas y el cuerpo alineado en línea recta."",""Coloca ambos brazos por fuera de las rodillas."",""Contrae los músculos abdominales y de los oblicuos mientras levantas las piernas del suelo con ayuda del bíceps del brazo apoyado, al mismo tiempo que realizas una flexión lateral del torso hacia las piernas."",""Mantén la posición superior durante un momento y luego baja el torso y las piernas de forma controlada hasta volver a la posición inicial."",""Este ejercicio trabaja los músculos del bíceps y los oblicuos, proporcionando un entrenamiento efectivo para los brazos y el core.""]"
Crunch en Plancha Lateral,https://fitcron.com/exercise/crunch-en-plancha-lateral-abdomen/,https://fitcron.com/wp-content/uploads/2021/04/35031301-Elbow-to-Knee-Side-Plank-Crunch-male_Wiast_720.gif,Fuerza,Abdomen,"Abdomen, Oblicuos",Ninguno,3,3,"[""Túmbate de lado en el suelo."",""Apoya un antebrazo con el codo bajo el hombro y la otra mano tras la cabeza, pon los pies juntos y luego eleva la cadera apoyando sólo el pie de abajo y el antebrazo, con las piernas rectas en línea con el torso."",""Manteniendo esa posición, eleva la rodilla mientras desciendes el codo de la mano tras la cabeza, intentando tocarse entre ambos."",""Vuelve a la posición inicial y repite.""]"
Crunch Frog,https://fitcron.com/exercise/crunch-frog/,https://fitcron.com/wp-content/uploads/2024/05/35101301-Crunchy-Frog-on-Floor_Waist_720.gif,Fuerza,Abdomen,"Abdomen, Oblicuos, Cuádriceps",Ninguno,3,3,"[""Sentado en el suelo con las rodillas dobladas y los pies apoyados en el suelo, mantén los talones juntos y cerca de los glúteos."",""Mantén los brazos extendidos hacia delante, con las manos justo por delante de las rodillas."",""Inclínate ligeramente hacia atrás para activar los abdominales y levanta los pies del suelo, manteniendo las rodillas dobladas."",""A continuación, estira las piernas hacia adelante, separándolas y llevando los brazos hacia los lados del cuerpo."",""Vuelve a la posición inicial, llevando las rodillas hacia el pecho y los brazos hacia adelante, justo por delante de las rodillas."",""Repite el movimiento de forma fluida y controlada, manteniendo la tensión en los abdominales en todo momento."",""Este ejercicio trabaja los músculos abdominales y puede ayudar a mejorar la fuerza y resistencia del core.""]"
Crunch Horizontal en Silla Romana,https://fitcron.com/exercise/crunch-horizontal-en-silla-romana/,https://fitcron.com/wp-content/uploads/2024/05/33291301-Roman-Chair-Sit-Up_Waist_720.gif,Fuerza,Abdomen,"Abdomen, Oblicuos",Otro,3,3,"[""Colócate en la silla romana con los pies asegurados y las piernas estiradas."",""Cruza los brazos sobre el pecho o colócalos detrás de la cabeza para mayor resistencia."",""Desciende lentamente hacia atrás hasta que tu torso esté casi paralelo al suelo, y luego utiliza los músculos abdominales para levantar el torso hacia adelante hasta una posición vertical."",""Mantén el control del movimiento y evita balancearte hacia adelante y hacia atrás."",""Repite el movimiento durante el número deseado de repeticiones."",""Este ejercicio fortalece los músculos abdominales superiores y puede aumentar la fuerza y resistencia del core.""]"
Crunch Inferior con flexión y extensión,https://fitcron.com/exercise/crunch-inferior-con-flexion-y-extension/,https://fitcron.com/wp-content/uploads/2024/05/43301301-Reverse-Crunch-Kick_Waist_720.gif,Fuerza,Abdomen,"Abdomen, Oblicuos, Cuádriceps",Ninguno,3,3,"[""Siéntate con las palmas apoyadas en el suelo a ambos lados del cuerpo."",""Mantén las piernas estiradas y los pies juntos, echando el cuerpo ligeramente hacia atrás."",""Contrae los músculos abdominales y glúteos mientras flexionas las rodillas hasta que tus muslos estén cerca de tu abdomen."",""A continuación estira las piernas hacia arriba, formando una V con tu cuerpo."",""Baja las piernas de nuevo a la posición inicial y repite el movimiento."",""Este ejercicio es excelente para fortalecer los músculos abdominales inferiores y mejorar la estabilidad del núcleo.""]"
Crunch Inferior con Rodillas Flexionadas,https://fitcron.com/exercise/crunch-inferior-con-rodillas-flexionadas/,https://fitcron.com/wp-content/uploads/2024/05/01381301-Bottoms-Up-m_waist_720.gif,Fuerza,Abdomen,"Abdomen, Oblicuos",Ninguno,1,3,"[""Acuéstate boca arriba con los brazos extendidos a los lados del cuerpo y las palmas hacia abajo."",""Mantén las piernas estiradas y los pies juntos."",""Contrae los músculos abdominales y glúteos mientras levantas lentamente las piernas hacia arriba, flexionando las rodillas hasta que tus muslos estén a 90 grados del torso."",""Asegúrate de mantener la parte baja de la espalda en contacto con el suelo en todo momento para evitar arquearla."",""Este ejercicio es excelente para fortalecer los músculos abdominales inferiores y mejorar la estabilidad del núcleo.""]"
Crunch Inferior Cruzado,https://fitcron.com/exercise/crunch-inferior-cruzado/,https://fitcron.com/wp-content/uploads/2024/05/41561301-Lying-Leg-Hip-Side-Raise-on-Floor_Waist_720.gif,Fuerza,Abdomen,"Abdomen, Oblicuos",Ninguno,3,3,"[""Acuéstate en el suelo con las piernas extendidas y las manos bajo los glúteos para mayor estabilidad."",""Contrae los músculos abdominales y flexiona lentamente las piernas mientras las elevas del suelo."",""Según vayas subiendo, gira el abdomen hacia un lado mientras levantas la cadera."",""Mantén la posición durante un momento y luego baja las piernas y las caderas de manera controlada hacia el suelo."",""Repite el movimiento durante el número deseado de repeticiones cambiando de lado en cada subida."",""Este ejercicio fortalece los músculos abductores de la cadera y puede ayudar a mejorar la estabilidad y el equilibrio del core.""]"
Crunch Inferior Cruzado Alterno,https://fitcron.com/exercise/crunch-inferior-cruzado-alterno/,https://fitcron.com/wp-content/uploads/2024/05/04431301-Elbow-to-Knee_waist_720.gif,Fuerza,Abdomen,"Abdomen, Oblicuos","Ninguno, Banco Plano",3,3,"[""Acuéstate boca arriba con las piernas estiradas, manteniendo las manos detrás de la cabeza."",""Levanta una pierna flexionándola hasta llevar la rodilla casi a la altura del pecho, intentando tocar el codo opuesto mientras levantas los hombros girando el torso."",""Mantén la parte baja de la espalda en contacto con el suelo en todo momento."",""Regresa a la posición inicial y repite del otro lado, llevando la otra rodilla flexionada hacia el codo opuesto."",""Alterna los lados en cada repetición."",""Este ejercicio se centra en los músculos abdominales inferiores y oblicuos, mejorando la fuerza y la estabilidad del núcleo.""]"
Crunch Inferior en círculos,https://fitcron.com/exercise/crunch-inferior-en-circulos/,https://fitcron.com/wp-content/uploads/2024/05/43331301-Bench-Reverse-Crunch-Circle_Waist_720.gif,Fuerza,Abdomen,"Abdomen, Oblicuos, Cuádriceps",Banco Plano,3,3,"[""Desde una posición sentada en un banco con el cuerpo perpendicular al asiento y las piernas extendidas frente a ti, apoya las manos en el banco a los lados de tus caderas."",""Levanta las piernas rectas mientras las abres al ponerlas paralelas al suelo."",""Contrae los abdominales y eleva las piernas todo lo que puedas mientras las cierras de nuevo."",""Mantén la posición y desciende invirtiendo el movimiento, con el descenso controlado."",""Este ejercicio fortalece los músculos abdominales inferiores y contribuye a mejorar la estabilidad del core.""]"
Crunch Inferior en Máquina Smith,https://fitcron.com/exercise/crunch-inferior-en-maquina-smith-abdomen/,https://fitcron.com/wp-content/uploads/2021/04/07561301-Smith-Hip-Raise_waist_720.gif,Fuerza,Abdomen,"Abdomen, Oblicuos",Máquina,3,3,"[""Túmbate hacia arriba en el suelo bajo una máquina Smith."",""Estira las piernas hacia arriba y pon el centro de los pies en la barra, ligeramente separados."",""Eleva la cadera mediante la contracción abdominal inferior, levantando la barra."",""Baja lentamente y sube de nuevo sin flexionar las piernas.""]"
Crunch Inferior en Polea,https://fitcron.com/exercise/crunch-inferior-en-polea-abdomen/,https://fitcron.com/wp-content/uploads/2021/04/08731301-Cable-Reverse-Crunch_waist_720.gif,Fuerza,Abdomen,"Abdomen, Oblicuos",Polea,2,3,"[""Tumbado hacia arriba en el suelo, con la espalda recta y brazos apoyados, agarra las correas de la polea baja en los pies."",""A continuación levanta las piernas totalmente rectas hacia arriba y flexiona las rodillas 90º."",""Esa es la posición inicial."",""Desde ahí y con las rodillas flexionadas, realiza el encogimiento del abdomen inferior, apretando y levantando los glúteos del suelo."",""Desciende lentamente y vuelve a subir.""]"
Crunch Inferior Horizontal en Máquina,https://fitcron.com/exercise/crunch-inferior-horizontal-en-maquina-abdomen/,https://fitcron.com/wp-content/uploads/2021/04/18561301-Lever-Lying-Leg-Raise-Bent-Knee_Hips_720.gif,Fuerza,Abdomen,"Abdomen, Oblicuos",Máquina,2,3,"[""Tumbado hacia arriba en el banco de la máquina con el soporte sobre los cuádriceps y con las piernas ligeramente flexionadas, encoge la parte baja del torso levantando las piernas mediante la contracción de los abdominales inferiores.""]"
Crunch Inferior Inclinado con piernas estiradas,https://fitcron.com/exercise/crunch-inferior-inclinado-con-piernas-estiradas/,https://fitcron.com/wp-content/uploads/2024/05/04911301-Incline-Leg-Hip-Raise-leg-straight_waist_720.gif,Fuerza,Abdomen,"Abdomen, Oblicuos",Banco Inclinable,3,3,"[""Siéntate en un banco inclinado con la parte superior de la espalda apoyada en el banco y las manos sujetas en los bordes para estabilizarte."",""Extiende las piernas hacia adelante y colócalas juntas, manteniendo los pies apoyados en el suelo o colgando del banco."",""Desde esta posición, contrae los músculos de los abdominales inferiores, glúteos y los isquiotibiales para levantar las caderas hacia arriba, manteniendo las piernas rectas."",""Alcanza la posición más alta posible y luego baja las caderas de manera controlada hasta que vuelvan a tocar ligeramente el banco/suelo."",""Este ejercicio se enfoca en los músculos abdominales, ayudando a fortalecer el core inferior y mejorar la estabilidad de la cadera.""]"
Crunch Inferior sentado,https://fitcron.com/exercise/crunch-inferior-sentado-2/,https://fitcron.com/wp-content/uploads/2024/05/35091301-Seated-In-Out-Leg-Raise-on-Floor_Waist_720.gif,Fuerza,Abdomen,"Abdomen, Oblicuos, Cuádriceps",Ninguno,2,3,"[""Siéntate en el suelo con las piernas extendidas frente a ti y las manos a ambos lados de las caderas."",""Inclina el torso hacia atrás y contrae los abdominales."",""Encoge las piernas mientras inclinas un poco el tronco hacia delante."",""Mantén la posición por un momento y luego baja las piernas de manera controlada."",""Repite el movimiento durante el número deseado de repeticiones."",""Este ejercicio trabaja los músculos abdominales inferiores y ayuda a fortalecer el core.""]"
